Timestamp,ServiceCategory,MarketingChannel,Revenue,AdSpend,Conversions,CustomerType,Category,day_name,day_of_week,date,MonthName,Year,hour_12,ROI,Revenue_per_Conversion,Is_Ad,Is_Converted,Spend_Level,hour
2023-07-22 14:00:00,Product,Online,103.12,0.0,0,Returning,Premium,Saturday,5,2023-07-22,July,2023,02 PM,103.12,103.12,False,False,Low,14
2023-05-20 18:00:00,Service,Google Ads,120.73,25.56,3,Returning,Basic,Saturday,5,2023-05-20,May,2023,06 PM,3.7233959311424103,40.24333333333333,True,True,High,18
2023-12-17 20:00:00,Service,Online,160.8,0.0,0,New,Premium,Sunday,6,2023-12-17,December,2023,08 PM,160.8,160.8,False,False,Low,20
2023-11-12 16:00:00,Product,Google Ads,46.64,8.48,3,New,Basic,Sunday,6,2023-11-12,November,2023,04 PM,4.499999999999999,15.546666666666667,True,True,Low,16
2023-04-23 07:00:00,Product,Instagram,42.98,27.26,3,New,Discounted,Sunday,6,2023-04-23,April,2023,07 AM,0.5766691122523843,14.326666666666666,True,True,High,7
2023-03-16 07:00:00,Product,In-Store,186.86,0.0,0,New,Discounted,Thursday,3,2023-03-16,March,2023,07 AM,186.86,186.86,False,False,Low,7
2023-04-18 20:00:00,Product,Google Ads,176.41,28.51,1,New,Discounted,Tuesday,1,2023-04-18,April,2023,08 PM,5.187653454928095,176.41,True,True,High,20
2023-03-22 17:00:00,Product,Instagram,194.97,18.41,2,Returning,Premium,Wednesday,2,2023-03-22,March,2023,05 PM,9.590439978272679,97.485,True,True,Medium,17
2023-03-27 13:00:00,Product,Instagram,174.21,14.15,3,Returning,Premium,Monday,0,2023-03-27,March,2023,01 PM,11.311660777385159,58.07,True,True,Medium,13
2023-04-07 20:00:00,Service,In-Store,187.18,0.0,0,New,Premium,Friday,4,2023-04-07,April,2023,08 PM,187.18,187.18,False,False,Low,20
2023-01-15 11:00:00,Service,Google Ads,118.87,28.22,2,Returning,Basic,Sunday,6,2023-01-15,January,2023,11 AM,3.2122608079376334,59.435,True,True,High,11
2023-09-11 19:00:00,Product,In-Store,29.24,0.0,0,Returning,Discounted,Monday,0,2023-09-11,September,2023,07 PM,29.24,29.24,False,False,Low,19
2023-05-03 21:00:00,Product,Instagram,66.45,15.66,2,Returning,Discounted,Wednesday,2,2023-05-03,May,2023,09 PM,3.2432950191570886,33.225,True,True,Medium,21
2023-04-05 15:00:00,Service,In-Store,134.68,0.0,0,New,Discounted,Wednesday,2,2023-04-05,April,2023,03 PM,134.68,134.68,False,False,Low,15
2023-08-03 08:00:00,Service,Google Ads,114.78,6.06,0,New,Discounted,Thursday,3,2023-08-03,August,2023,08 AM,17.940594059405942,114.78,True,False,Low,8
2023-07-09 12:00:00,Service,Facebook,141.44,15.05,1,New,Discounted,Sunday,6,2023-07-09,July,2023,12 PM,8.398006644518272,141.44,True,True,Medium,12
2023-03-22 17:00:00,Product,Google Ads,110.91,8.03,3,New,Basic,Wednesday,2,2023-03-22,March,2023,05 PM,12.811955168119551,36.97,True,True,Low,17
2023-03-20 10:00:00,Product,Google Ads,128.12,16.14,3,Returning,Discounted,Monday,0,2023-03-20,March,2023,10 AM,6.938042131350682,42.70666666666667,True,True,Medium,10
2023-05-25 13:00:00,Product,Facebook,160.22,8.71,3,Returning,Discounted,Thursday,3,2023-05-25,May,2023,01 PM,17.39494833524684,53.406666666666666,True,True,Low,13
2023-06-17 19:00:00,Service,Instagram,108.91,25.2,0,Returning,Discounted,Saturday,5,2023-06-17,June,2023,07 PM,3.3218253968253966,108.91,True,False,High,19
2023-05-03 08:00:00,Service,In-Store,72.83,0.0,0,Returning,Basic,Wednesday,2,2023-05-03,May,2023,08 AM,72.83,72.83,False,False,Low,8
2023-10-06 10:00:00,Service,Online,171.23,0.0,0,New,Basic,Friday,4,2023-10-06,October,2023,10 AM,171.23,171.23,False,False,Low,10
2023-07-05 15:00:00,Product,Online,128.3,0.0,0,New,Discounted,Wednesday,2,2023-07-05,July,2023,03 PM,128.3,128.3,False,False,Low,15
2023-06-22 21:00:00,Service,Instagram,188.61,23.33,2,New,Premium,Thursday,3,2023-06-22,June,2023,09 PM,7.0844406343763415,94.305,True,True,High,21
2023-06-01 09:00:00,Product,Facebook,72.72,1.66,2,Returning,Discounted,Thursday,3,2023-06-01,June,2023,09 AM,42.807228915662655,36.36,True,True,Low,9
2023-05-26 20:00:00,Product,In-Store,64.81,0.0,0,Returning,Discounted,Friday,4,2023-05-26,May,2023,08 PM,64.81,64.81,False,False,Low,20
2023-10-03 17:00:00,Product,In-Store,58.05,0.0,0,Returning,Discounted,Tuesday,1,2023-10-03,October,2023,05 PM,58.05,58.05,False,False,Low,17
2023-07-13 15:00:00,Product,Online,10.66,0.0,0,Returning,Premium,Thursday,3,2023-07-13,July,2023,03 PM,10.66,10.66,False,False,Low,15
2023-07-03 17:00:00,Service,Instagram,98.42,6.11,1,Returning,Premium,Monday,0,2023-07-03,July,2023,05 PM,15.108019639934533,98.42,True,True,Low,17
2023-07-22 13:00:00,Service,Facebook,96.49,21.24,0,Returning,Basic,Saturday,5,2023-07-22,July,2023,01 PM,3.542843691148776,96.49,True,False,High,13
2023-12-28 16:00:00,Product,Facebook,47.88,4.51,1,New,Discounted,Thursday,3,2023-12-28,December,2023,04 PM,9.616407982261642,47.88,True,True,Low,16
2023-01-22 09:00:00,Service,Instagram,55.52,27.28,2,New,Discounted,Sunday,6,2023-01-22,January,2023,09 AM,1.035190615835777,27.76,True,True,High,9
2023-10-28 09:00:00,Service,Google Ads,10.88,5.46,0,New,Discounted,Saturday,5,2023-10-28,October,2023,09 AM,0.9926739926739928,10.88,True,False,Low,9
2023-02-24 08:00:00,Product,Google Ads,158.07,25.09,0,Returning,Premium,Friday,4,2023-02-24,February,2023,08 AM,5.300119569549621,158.07,True,False,High,8
2023-11-14 12:00:00,Service,Online,20.61,0.0,0,Returning,Basic,Tuesday,1,2023-11-14,November,2023,12 PM,20.61,20.61,False,False,Low,12
2023-05-13 10:00:00,Product,Online,161.48,0.0,0,New,Premium,Saturday,5,2023-05-13,May,2023,10 AM,161.48,161.48,False,False,Low,10
2023-07-27 12:00:00,Service,In-Store,182.96,0.0,0,Returning,Premium,Thursday,3,2023-07-27,July,2023,12 PM,182.96,182.96,False,False,Low,12
2023-04-08 17:00:00,Product,Online,70.12,0.0,0,Returning,Premium,Saturday,5,2023-04-08,April,2023,05 PM,70.12,70.12,False,False,Low,17
2023-06-18 16:00:00,Service,Facebook,58.85,13.37,2,Returning,Basic,Sunday,6,2023-06-18,June,2023,04 PM,3.401645474943905,29.425,True,True,Medium,16
2023-09-07 14:00:00,Service,Instagram,46.85,19.71,0,Returning,Discounted,Thursday,3,2023-09-07,September,2023,02 PM,1.3769660071029934,46.85,True,False,Medium,14
2023-01-23 21:00:00,Product,Facebook,63.44,1.36,3,New,Premium,Monday,0,2023-01-23,January,2023,09 PM,45.647058823529406,21.146666666666665,True,True,Low,21
2023-12-21 19:00:00,Service,Facebook,150.92,28.35,3,New,Premium,Thursday,3,2023-12-21,December,2023,07 PM,4.323456790123457,50.306666666666665,True,True,High,19
2023-09-27 20:00:00,Product,Google Ads,39.37,13.8,0,New,Discounted,Wednesday,2,2023-09-27,September,2023,08 PM,1.8528985507246374,39.37,True,False,Medium,20
2023-11-05 07:00:00,Service,Google Ads,77.18,7.98,3,New,Basic,Sunday,6,2023-11-05,November,2023,07 AM,8.671679197994987,25.72666666666667,True,True,Low,7
2023-07-18 19:00:00,Service,In-Store,163.77,0.0,0,Returning,Discounted,Tuesday,1,2023-07-18,July,2023,07 PM,163.77,163.77,False,False,Low,19
2023-03-22 08:00:00,Service,Facebook,15.31,23.85,1,New,Discounted,Wednesday,2,2023-03-22,March,2023,08 AM,-0.3580712788259958,15.31,True,True,High,8
2023-04-05 16:00:00,Product,Google Ads,17.67,10.98,2,Returning,Basic,Wednesday,2,2023-04-05,April,2023,04 PM,0.6092896174863389,8.835,True,True,Medium,16
2023-10-16 16:00:00,Service,Instagram,14.67,10.25,0,Returning,Premium,Monday,0,2023-10-16,October,2023,04 PM,0.43121951219512195,14.67,True,False,Medium,16
2023-05-02 19:00:00,Product,Google Ads,24.81,23.75,3,New,Premium,Tuesday,1,2023-05-02,May,2023,07 PM,0.04463157894736837,8.27,True,True,High,19
2023-03-04 09:00:00,Service,Google Ads,127.94,6.9,0,Returning,Discounted,Saturday,5,2023-03-04,March,2023,09 AM,17.542028985507244,127.94,True,False,Low,9
2023-11-18 11:00:00,Service,Instagram,69.43,15.44,1,Returning,Basic,Saturday,5,2023-11-18,November,2023,11 AM,3.496761658031089,69.43,True,True,Medium,11
2023-03-23 21:00:00,Service,Online,16.15,0.0,0,Returning,Basic,Thursday,3,2023-03-23,March,2023,09 PM,16.15,16.15,False,False,Low,21
2023-12-25 19:00:00,Product,Online,122.86,0.0,0,Returning,Discounted,Monday,0,2023-12-25,December,2023,07 PM,122.86,122.86,False,False,Low,19
2023-09-23 17:00:00,Product,In-Store,100.59,0.0,0,New,Premium,Saturday,5,2023-09-23,September,2023,05 PM,100.59,100.59,False,False,Low,17
2023-11-02 14:00:00,Service,Facebook,36.17,28.61,2,New,Discounted,Thursday,3,2023-11-02,November,2023,02 PM,0.2642432715833625,18.085,True,True,High,14
2023-09-23 08:00:00,Product,Google Ads,92.9,19.63,1,New,Discounted,Saturday,5,2023-09-23,September,2023,08 AM,3.7325522159959252,92.9,True,True,Medium,8
2023-08-17 12:00:00,Service,Facebook,11.6,6.22,2,Returning,Discounted,Thursday,3,2023-08-17,August,2023,12 PM,0.864951768488746,5.8,True,True,Low,12
2023-07-11 09:00:00,Service,Facebook,99.81,12.82,3,Returning,Basic,Tuesday,1,2023-07-11,July,2023,09 AM,6.785491419656787,33.27,True,True,Medium,9
2023-09-09 19:00:00,Product,Google Ads,82.62,7.05,2,Returning,Discounted,Saturday,5,2023-09-09,September,2023,07 PM,10.719148936170214,41.31,True,True,Low,19
2023-04-14 18:00:00,Product,Google Ads,170.54,2.99,0,New,Premium,Friday,4,2023-04-14,April,2023,06 PM,56.036789297658856,170.54,True,False,Low,18
2023-03-09 16:00:00,Service,Instagram,130.97,14.88,3,New,Basic,Thursday,3,2023-03-09,March,2023,04 PM,7.801747311827957,43.656666666666666,True,True,Medium,16
2023-01-04 08:00:00,Product,Instagram,55.88,2.71,0,New,Discounted,Wednesday,2,2023-01-04,January,2023,08 AM,19.619926199261993,55.88,True,False,Low,8
2023-11-30 16:00:00,Product,Google Ads,87.06,24.2,2,New,Basic,Thursday,3,2023-11-30,November,2023,04 PM,2.597520661157025,43.53,True,True,High,16
2023-03-21 20:00:00,Service,Google Ads,115.03,21.83,1,New,Premium,Tuesday,1,2023-03-21,March,2023,08 PM,4.269354099862575,115.03,True,True,High,20
2023-11-28 15:00:00,Service,Online,159.35,0.0,0,New,Basic,Tuesday,1,2023-11-28,November,2023,03 PM,159.35,159.35,False,False,Low,15
2023-03-06 10:00:00,Service,Online,125.11,0.0,0,Returning,Premium,Monday,0,2023-03-06,March,2023,10 AM,125.11,125.11,False,False,Low,10
2023-11-15 09:00:00,Service,Online,133.18,0.0,0,Returning,Premium,Wednesday,2,2023-11-15,November,2023,09 AM,133.18,133.18,False,False,Low,9
2023-09-17 11:00:00,Product,Instagram,63.09,18.25,3,New,Discounted,Sunday,6,2023-09-17,September,2023,11 AM,2.4569863013698634,21.03,True,True,Medium,11
2023-11-14 08:00:00,Service,Google Ads,34.04,6.32,1,New,Basic,Tuesday,1,2023-11-14,November,2023,08 AM,4.386075949367088,34.04,True,True,Low,8
2023-08-14 08:00:00,Product,In-Store,85.95,0.0,0,Returning,Discounted,Monday,0,2023-08-14,August,2023,08 AM,85.95,85.95,False,False,Low,8
2023-03-21 19:00:00,Product,Instagram,121.67,4.29,0,Returning,Basic,Tuesday,1,2023-03-21,March,2023,07 PM,27.36130536130536,121.67,True,False,Low,19
2023-09-13 11:00:00,Service,Facebook,47.03,19.39,3,New,Basic,Wednesday,2,2023-09-13,September,2023,11 AM,1.4254770500257865,15.676666666666668,True,True,Medium,11
2023-06-03 08:00:00,Service,In-Store,175.41,0.0,0,Returning,Basic,Saturday,5,2023-06-03,June,2023,08 AM,175.41,175.41,False,False,Low,8
2023-10-26 12:00:00,Product,In-Store,168.8,0.0,0,Returning,Basic,Thursday,3,2023-10-26,October,2023,12 PM,168.8,168.8,False,False,Low,12
2023-04-12 07:00:00,Service,Online,29.83,0.0,0,Returning,Discounted,Wednesday,2,2023-04-12,April,2023,07 AM,29.83,29.83,False,False,Low,7
2023-04-27 17:00:00,Product,Google Ads,162.66,22.5,3,Returning,Basic,Thursday,3,2023-04-27,April,2023,05 PM,6.229333333333333,54.22,True,True,High,17
2023-01-14 13:00:00,Product,Instagram,125.55,8.11,3,New,Discounted,Saturday,5,2023-01-14,January,2023,01 PM,14.480887792848335,41.85,True,True,Low,13
2023-10-09 07:00:00,Service,In-Store,13.49,0.0,0,New,Premium,Monday,0,2023-10-09,October,2023,07 AM,13.49,13.49,False,False,Low,7
2023-04-21 21:00:00,Service,Online,21.21,0.0,0,Returning,Premium,Friday,4,2023-04-21,April,2023,09 PM,21.21,21.21,False,False,Low,21
2023-05-28 17:00:00,Service,Instagram,44.01,22.8,0,Returning,Discounted,Sunday,6,2023-05-28,May,2023,05 PM,0.9302631578947367,44.01,True,False,High,17
2023-09-20 18:00:00,Service,Online,13.35,0.0,0,Returning,Basic,Wednesday,2,2023-09-20,September,2023,06 PM,13.35,13.35,False,False,Low,18
2023-06-18 14:00:00,Product,In-Store,185.56,0.0,0,New,Premium,Sunday,6,2023-06-18,June,2023,02 PM,185.56,185.56,False,False,Low,14
2023-08-03 12:00:00,Service,Instagram,137.74,14.31,0,New,Discounted,Thursday,3,2023-08-03,August,2023,12 PM,8.62543675751223,137.74,True,False,Medium,12
2023-12-19 15:00:00,Product,Facebook,54.37,18.97,2,Returning,Discounted,Tuesday,1,2023-12-19,December,2023,03 PM,1.8661043753294677,27.185,True,True,Medium,15
2023-07-13 14:00:00,Product,Online,64.13,0.0,0,Returning,Discounted,Thursday,3,2023-07-13,July,2023,02 PM,64.13,64.13,False,False,Low,14
2023-11-04 15:00:00,Product,In-Store,175.87,0.0,0,Returning,Discounted,Saturday,5,2023-11-04,November,2023,03 PM,175.87,175.87,False,False,Low,15
2023-01-17 09:00:00,Service,Facebook,51.46,15.67,1,New,Premium,Tuesday,1,2023-01-17,January,2023,09 AM,2.283982131461391,51.46,True,True,Medium,9
2023-11-11 20:00:00,Product,Google Ads,40.47,20.04,1,Returning,Basic,Saturday,5,2023-11-11,November,2023,08 PM,1.0194610778443114,40.47,True,True,High,20
2023-06-17 17:00:00,Service,Online,191.06,0.0,0,New,Premium,Saturday,5,2023-06-17,June,2023,05 PM,191.06,191.06,False,False,Low,17
2023-03-07 10:00:00,Product,Online,154.43,0.0,0,New,Basic,Tuesday,1,2023-03-07,March,2023,10 AM,154.43,154.43,False,False,Low,10
2023-02-09 08:00:00,Service,Google Ads,60.72,9.84,1,New,Discounted,Thursday,3,2023-02-09,February,2023,08 AM,5.170731707317072,60.72,True,True,Low,8
2023-07-16 08:00:00,Service,Online,117.36,0.0,0,Returning,Premium,Sunday,6,2023-07-16,July,2023,08 AM,117.36,117.36,False,False,Low,8
2023-09-02 14:00:00,Product,In-Store,145.08,0.0,0,Returning,Discounted,Saturday,5,2023-09-02,September,2023,02 PM,145.08,145.08,False,False,Low,14
2023-04-25 09:00:00,Product,In-Store,134.83,0.0,0,New,Basic,Tuesday,1,2023-04-25,April,2023,09 AM,134.83,134.83,False,False,Low,9
2023-09-20 13:00:00,Product,In-Store,60.5,0.0,0,New,Premium,Wednesday,2,2023-09-20,September,2023,01 PM,60.5,60.5,False,False,Low,13
2023-07-24 11:00:00,Product,Online,19.5,0.0,0,New,Basic,Monday,0,2023-07-24,July,2023,11 AM,19.5,19.5,False,False,Low,11
2023-06-18 21:00:00,Service,Online,110.39,0.0,0,New,Discounted,Sunday,6,2023-06-18,June,2023,09 PM,110.39,110.39,False,False,Low,21
2023-12-25 13:00:00,Service,Instagram,49.84,20.57,1,New,Premium,Monday,0,2023-12-25,December,2023,01 PM,1.4229460379193002,49.84,True,True,High,13
2023-05-09 17:00:00,Service,Instagram,111.96,4.12,1,New,Premium,Tuesday,1,2023-05-09,May,2023,05 PM,26.174757281553394,111.96,True,True,Low,17
2023-06-28 08:00:00,Service,Instagram,15.16,3.96,0,New,Discounted,Wednesday,2,2023-06-28,June,2023,08 AM,2.8282828282828283,15.16,True,False,Low,8
2023-02-11 12:00:00,Product,Google Ads,39.59,8.85,0,New,Premium,Saturday,5,2023-02-11,February,2023,12 PM,3.4734463276836163,39.59,True,False,Low,12
2023-06-05 21:00:00,Product,In-Store,89.91,0.0,0,Returning,Basic,Monday,0,2023-06-05,June,2023,09 PM,89.91,89.91,False,False,Low,21
2023-04-20 13:00:00,Product,Online,169.47,0.0,0,Returning,Premium,Thursday,3,2023-04-20,April,2023,01 PM,169.47,169.47,False,False,Low,13
2023-05-01 19:00:00,Service,Facebook,99.84,4.73,2,New,Premium,Monday,0,2023-05-01,May,2023,07 PM,20.10782241014799,49.92,True,True,Low,19
2023-08-22 10:00:00,Service,In-Store,161.93,0.0,0,Returning,Premium,Tuesday,1,2023-08-22,August,2023,10 AM,161.93,161.93,False,False,Low,10
2023-11-17 10:00:00,Service,Online,189.61,0.0,0,New,Discounted,Friday,4,2023-11-17,November,2023,10 AM,189.61,189.61,False,False,Low,10
2023-05-08 09:00:00,Service,Google Ads,84.01,5.59,1,Returning,Basic,Monday,0,2023-05-08,May,2023,09 AM,14.028622540250447,84.01,True,True,Low,9
2023-11-20 08:00:00,Product,Google Ads,110.14,14.55,1,Returning,Basic,Monday,0,2023-11-20,November,2023,08 AM,6.569759450171821,110.14,True,True,Medium,8
2023-09-27 18:00:00,Product,In-Store,146.34,0.0,0,Returning,Discounted,Wednesday,2,2023-09-27,September,2023,06 PM,146.34,146.34,False,False,Low,18
2023-09-25 10:00:00,Service,Instagram,76.77,29.65,3,Returning,Discounted,Monday,0,2023-09-25,September,2023,10 AM,1.5892074198988195,25.59,True,True,High,10
2023-04-01 21:00:00,Service,In-Store,162.09,0.0,0,Returning,Discounted,Saturday,5,2023-04-01,April,2023,09 PM,162.09,162.09,False,False,Low,21
2023-08-31 13:00:00,Service,In-Store,29.73,0.0,0,New,Discounted,Thursday,3,2023-08-31,August,2023,01 PM,29.73,29.73,False,False,Low,13
2023-09-11 10:00:00,Service,In-Store,83.07,0.0,0,New,Basic,Monday,0,2023-09-11,September,2023,10 AM,83.07,83.07,False,False,Low,10
2023-06-01 10:00:00,Service,Online,95.74,0.0,0,New,Discounted,Thursday,3,2023-06-01,June,2023,10 AM,95.74,95.74,False,False,Low,10
2023-01-08 09:00:00,Product,Instagram,130.2,9.52,2,New,Basic,Sunday,6,2023-01-08,January,2023,09 AM,12.676470588235293,65.1,True,True,Low,9
2023-11-22 18:00:00,Product,In-Store,49.9,0.0,0,New,Discounted,Wednesday,2,2023-11-22,November,2023,06 PM,49.9,49.9,False,False,Low,18
2023-02-06 13:00:00,Service,In-Store,96.46,0.0,0,Returning,Basic,Monday,0,2023-02-06,February,2023,01 PM,96.46,96.46,False,False,Low,13
2023-05-13 20:00:00,Service,In-Store,36.24,0.0,0,New,Premium,Saturday,5,2023-05-13,May,2023,08 PM,36.24,36.24,False,False,Low,20
2023-06-21 10:00:00,Service,Google Ads,176.21,6.55,2,New,Basic,Wednesday,2,2023-06-21,June,2023,10 AM,25.902290076335877,88.105,True,True,Low,10
2023-08-27 21:00:00,Service,Facebook,146.14,1.16,1,Returning,Discounted,Sunday,6,2023-08-27,August,2023,09 PM,124.98275862068965,146.14,True,True,Low,21
2023-04-25 07:00:00,Product,Facebook,72.08,8.9,2,Returning,Discounted,Tuesday,1,2023-04-25,April,2023,07 AM,7.098876404494382,36.04,True,True,Low,7
2023-09-04 18:00:00,Product,Instagram,68.58,27.89,0,New,Premium,Monday,0,2023-09-04,September,2023,06 PM,1.4589458587307278,68.58,True,False,High,18
2023-12-15 18:00:00,Product,Google Ads,115.39,4.99,3,New,Discounted,Friday,4,2023-12-15,December,2023,06 PM,22.12424849699399,38.46333333333333,True,True,Low,18
2023-10-06 18:00:00,Service,Online,23.26,0.0,0,New,Premium,Friday,4,2023-10-06,October,2023,06 PM,23.26,23.26,False,False,Low,18
2023-11-24 15:00:00,Product,Facebook,85.26,11.73,1,Returning,Discounted,Friday,4,2023-11-24,November,2023,03 PM,6.268542199488491,85.26,True,True,Medium,15
2023-04-02 20:00:00,Product,Google Ads,109.51,7.24,0,Returning,Premium,Sunday,6,2023-04-02,April,2023,08 PM,14.125690607734807,109.51,True,False,Low,20
2023-03-28 15:00:00,Service,Google Ads,196.11,28.27,2,New,Discounted,Tuesday,1,2023-03-28,March,2023,03 PM,5.937035726918996,98.055,True,True,High,15
2023-07-08 11:00:00,Product,Google Ads,11.81,28.28,2,Returning,Premium,Saturday,5,2023-07-08,July,2023,11 AM,-0.5823903818953323,5.905,True,True,High,11
2023-01-11 09:00:00,Service,Online,69.56,0.0,0,New,Premium,Wednesday,2,2023-01-11,January,2023,09 AM,69.56,69.56,False,False,Low,9
2023-06-02 08:00:00,Product,Facebook,90.57,27.26,0,New,Basic,Friday,4,2023-06-02,June,2023,08 AM,2.3224504768892142,90.57,True,False,High,8
2023-07-14 09:00:00,Service,Online,146.39,0.0,0,Returning,Basic,Friday,4,2023-07-14,July,2023,09 AM,146.39,146.39,False,False,Low,9
2023-11-18 14:00:00,Service,Online,143.92,0.0,0,Returning,Discounted,Saturday,5,2023-11-18,November,2023,02 PM,143.92,143.92,False,False,Low,14
2023-10-12 18:00:00,Service,Online,49.17,0.0,0,New,Discounted,Thursday,3,2023-10-12,October,2023,06 PM,49.17,49.17,False,False,Low,18
2023-07-18 09:00:00,Service,In-Store,108.3,0.0,0,New,Premium,Tuesday,1,2023-07-18,July,2023,09 AM,108.3,108.3,False,False,Low,9
2023-10-01 08:00:00,Service,Online,137.96,0.0,0,Returning,Basic,Sunday,6,2023-10-01,October,2023,08 AM,137.96,137.96,False,False,Low,8
2023-04-17 18:00:00,Service,Google Ads,30.36,27.93,1,Returning,Basic,Monday,0,2023-04-17,April,2023,06 PM,0.0870032223415682,30.36,True,True,High,18
2023-08-30 14:00:00,Service,Google Ads,29.28,23.74,3,New,Premium,Wednesday,2,2023-08-30,August,2023,02 PM,0.23336141533277183,9.76,True,True,High,14
2023-04-21 12:00:00,Service,Instagram,131.4,12.52,2,Returning,Premium,Friday,4,2023-04-21,April,2023,12 PM,9.49520766773163,65.7,True,True,Medium,12
2023-03-27 16:00:00,Product,Facebook,188.6,1.95,3,Returning,Basic,Monday,0,2023-03-27,March,2023,04 PM,95.71794871794873,62.86666666666667,True,True,Low,16
2023-02-02 13:00:00,Service,Online,122.07,0.0,0,New,Basic,Thursday,3,2023-02-02,February,2023,01 PM,122.07,122.07,False,False,Low,13
2023-09-14 11:00:00,Product,Google Ads,190.75,26.99,1,New,Discounted,Thursday,3,2023-09-14,September,2023,11 AM,6.0674323823638385,190.75,True,True,High,11
